,traveled_kilometers,production_year,color,exhibition,adـtype,name_brand,car_name,fuel,engine_status,chassis_status,front_chassis,rear_chassis,body_status,insurance,gearbox,exchange,price
19,70000.0,2016.0,مشکی,اتو سلاطین,فروشی,نیسان جوک اسکای پک,nysn jwkh skhy pkh,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,,600000000.0
20,190000.0,1390.0,سفید,اتو سلاطین,,پراید 111 SX,pryd 111 SX,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,6.0,دنده‌ای,هستم,250000000.0
21,139000.0,1395.0,سفید,اتو سلاطین,,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,هستم,490000000.0
22,80000.0,1396.0,خاکستری,اتو سلاطین,,دانگ فنگ H30 کراس,dng fng H30 khrs,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,هستم,720000000.0
23,260000.0,1384.0,خاکستری,اتو سلاطین,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,6.0,دنده‌ای,هستم,320000000.0
0,60000.0,2019.0,خاکستری,,فروشی,کیا سراتو اتوماتیک 2000cc,khy srtw twmtykh 2000cc,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,3.0,اتوماتیک,,750000000.0
1,39000.0,1396.0,مشکی,پرستیژ موتورز,فروشی,جک S5 اتوماتیک,jkh S5 twmtykh,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,اتوماتیک,,270000000.0
2,32000.0,1397.0,سفید,,,دنا پلاس تیپ ۲ دنده‌ای,dn pls typ 2 dndhy,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,680000000.0
3,120000.0,1394.0,سفید,,فروشی,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,2.0,دنده‌ای,هستم,395000000.0
4,93600.0,1397.0,سفید,,,چانگان CS35 مونتاژ,chngn CS35 mwntj,,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,اتوماتیک,هستم,400000000.0
5,10.0,1402.0,سفید,,,ام‌وی‌ام X22 Pro IE,mwym X22 Pro IE,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,70000000.0
6,222000.0,1390.0,سفید,,,پراید 111 SX,pryd 111 SX,بنزینی,سالم,,ضربه‌خورده,سالم و پلمپ,رنگ‌شدگی,1.0,دنده‌ای,,150000000.0
7,0.0,1402.0,تیتانیوم,,,پژو 207i دنده‌ای,pjw 207i dndhy,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,658000000.0
8,320000.0,1387.0,سفید,,,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,دنده‌ای,,168000000.0
9,1000.0,1400.0,سفید,,,وانت پراید 151 پلاس,wnt pryd 151 pls,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,هستم,33333333.0
10,120000.0,1397.0,مشکی,,,هیوندای اکسنت مونتاژ,hywndy khsnt mwntj,,سالم,سالم و پلمپ,,,تمام‌رنگ,,اتوماتیک,,950000000.0
11,198000.0,1391.0,سفید,,,پراید 131 EX,pryd 131 EX,بنزینی,سالم,,ضربه‌خورده,,رنگ‌شدگی,5.0,دنده‌ای,,190000000.0
12,112000.0,2014.0,قرمز,,,سانگ یانگ نیو اکتیون لاکچری,sng yng nyw khtywn lkhchry,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,940000000.0
13,22000.0,1401.0,مشکی,,,مکث موتور کلوت دنده‌ای,mkhth mwtwr khlwt dndhy,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,7.0,دنده‌ای,,111111111.0
14,0.0,1402.0,سفید,نوآوران خودرو,,ساینا دنده‌ای S,syn dndhy S,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,330000000.0
15,48000.0,1399.0,مشکی,,,کوییک دنده‌ای R,khwyykh dndhy R,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,دنده‌ای,,300000000.0
16,69000.0,1399.0,سفید,,فروشی,پژو 206 SD V8,pjw 206 SD V8,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,4.0,دنده‌ای,,505000000.0
17,235500.0,2011.0,سفید صدفی,,,هیوندای آزرا گرنجور 3300cc,hywndy azr grnjwr 3300cc,,سالم,سالم و پلمپ,,,خط و خش جزیی,9.0,اتوماتیک,,790000000.0
18,0.0,1401.0,مشکی,اتو پارک,,دیگنیتی,dygnyty,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,111111111.0
19,0.0,1402.0,مشکی,اتو پارک,,فیدلیتی پرایم ۷ نفره,fydlyty prym 7 nfrh,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,111111111.0
20,0.0,1402.0,مشکی,اتو پارک,,فیدلیتی پرایم ۵ نفره,fydlyty prym 5 nfrh,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,اتوماتیک,,111111111.0
21,77000.0,2016.0,مشکی,,فروشی,کیا سورنتو نسل سوم,khy swrntw nsl swm,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,,980000000.0
22,17000.0,1400.0,سفید,,,کوییک دنده‌ای ساده,khwyykh dndhy sdh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,5.0,دنده‌ای,,295000000.0
23,,,,,,,,,,,,,,,,,
0,51000.0,1397.0,سفید,,,جک S5 اتوماتیک,jkh S5 twmtykh,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,اتوماتیک,,162000000.0
1,119000.0,1395.0,سفید,,,سمند LX EF7 بنزینی,smnd LX EF7 bnzyny,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,هستم,355000000.0
2,35000.0,2013.0,سفید,,فروشی,مینی کوپر S 5 در,myny khwpr S 5 dr,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,اتوماتیک,,111111111.0
3,55000.0,1398.0,سفید,,,پراید 111 SE,pryd 111 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,305000000.0
4,0.0,1402.0,مشکی,,,پژو 207i دنده‌ای,pjw 207i dndhy,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,,,11111111.0
5,90000.0,1397.0,مشکی,دینو خودرو,,جک J4,jkh J4,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,اتوماتیک,,650000000.0
6,0.0,1401.0,سفید,,,ام‌وی‌ام X33 S نیوفیس,mwym X33 S nywfys,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,هستم,290000000.0
7,0.0,1401.0,سفید,,فروشی,شاهین G,shhyn G,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,دنده‌ای,,575000000.0
8,36000.0,1399.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,دنده‌ای,,248000000.0
9,132000.0,1397.0,سفید,اتو گالری پدرام,فروشی,پژو 2008,pjw 2008,,سالم,سالم و پلمپ,,,رنگ‌شدگی,4.0,اتوماتیک,,400000000.0
10,270000.0,1392.0,آبی,,,پراید 111 EX,pryd 111 EX,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,1.0,دنده‌ای,,200000000.0
11,0.0,1402.0,سفید,اتو خطیب (آرکا خودرو),,دیگنیتی,dygnyty,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,200000000.0
12,0.0,1402.0,تیتانیوم,اتو خطیب,,لاماری ایما,lmry ym,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,750000000.0
13,0.0,1402.0,سفید,کارن خودرو,,شاهین G,shhyn G,بنزینی,سالم,,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,595000000.0
14,0.0,1402.0,سفید,کارن خودرو,,فیدلیتی پرایم ۵ نفره,fydlyty prym 5 nfrh,,سالم,,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,890000000.0
15,0.0,1401.0,سفید,کارن خودرو,,هایما S7 پلاس,hym S7 pls,,سالم,,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,900000000.0
16,283000.0,1391.0,نقره‌ای,,,پراید 131 SL,pryd 131 SL,دوگانه‌سوز دستی,سالم,سالم و پلمپ,,,خط و خش جزیی,9.0,دنده‌ای,,210000000.0
17,300000.0,1395.0,برنز,اتو یوسف نژاد,,پراید 111 SE,pryd 111 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,,,11111111.0
18,53000.0,1397.0,سفید,,فروشی,ریگان کوپا رویال,rygn khwp rwyl,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,7.0,اتوماتیک,,500000000.0
19,0.0,1402.0,سفید,کوه نور,فروشی,پژو 207i پانوراما اتوماتیک TU5P,pjw 207i pnwrm twmtykh TU5P,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,585000000.0
20,240000.0,1384.0,نوک‌مدادی,,,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,,سالم و پلمپ,,,رنگ‌شدگی، در ۱ ناحیه,,,,143000000.0
21,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,
0,60000.0,1397.0,سفید,,فروشی,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,دنده‌ای,,385000000.0
1,1.0,1402.0,سفید,اتوگالری مسلم,فروشی,سمند سورن پلاس,smnd swrn pls,بنزینی,,سالم و پلمپ,,,سالم و بی‌خط و خش,,,,590000000.0
2,0.0,1402.0,سبز,اتو خطیب,,لاماری ایما,lmry ym,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,900000000.0
3,0.0,1402.0,خاکستری,اتو مسیحا,فروشی,پژو پارس سال,pjw prs sl,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,111111111.0
4,350000.0,1388.0,سفید,,,پراید 141 ساده,pryd 141 sdh,بنزینی,سالم,,رنگ‌شده,سالم و پلمپ,دوررنگ,1.0,دنده‌ای,هستم,150000000.0
5,166000.0,1390.0,نقره‌ای,اتو تک,,پژو پارس دوگانه سوز,pjw prs dwgnh swz,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,دنده‌ای,هستم,666666333.0
6,156000.0,1393.0,سفید,اتو تک,,پژو پارس سال,pjw prs sl,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,هستم,555555555.0
7,120000.0,1391.0,نوک‌مدادی,اتو تک,,پراید 131 EX,pryd 131 EX,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,333565565.0
8,0.0,1402.0,سفید,آدلی خودرو پرگاس,فروشی,کوییک اتوماتیک فول پلاس,khwyykh twmtykh fwl pls,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,هستم,430000000.0
9,0.0,1402.0,مشکی,کارن خودرو,,فونیکس آریزو 6 پرو,fwnykhs aryzw 6 prw,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,,,650000000.0
10,0.0,1402.0,سفید,اتو خطیب,,فیدلیتی پرایم ۵ نفره,fydlyty prym 5 nfrh,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,870000000.0
11,0.0,1401.0,مشکی,اتو خطیب (آرکا خودرو),,دیگنیتی,dygnyty,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,910000000.0
12,160000.0,1396.0,سفید,,,تیبا هاچبک EX,tyb hchbkh EX,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,6.0,دنده‌ای,,253000000.0
13,1111.0,1392.0,سفید,,,پیکان وانت CNG,pykhn wnt CNG,دوگانه‌سوز دستی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,دنده‌ای,هستم,280000000.0
14,4500.0,1401.0,سفید,,,کوییک دنده‌ای ساده,khwyykh dndhy sdh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,2.0,دنده‌ای,,320000000.0
15,160000.0,1391.0,سفید,,,پراید 111 SX,pryd 111 SX,بنزینی,سالم,,,,صافکاری بی‌رنگ,9.0,دنده‌ای,,209000000.0
16,0.0,1402.0,سفید,اتو گالری دوستان,,کوییک دنده‌ای R,khwyykh dndhy R,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,111111111.0
17,300000.0,2010.0,مشکی,,,هیوندای وراکروز ix55,hywndy wrkhrwz ix55,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,3.0,اتوماتیک,,650000000.0
18,70000.0,1397.0,سفید,,فروشی,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,دنده‌ای,هستم,450000000.0
19,0.0,1402.0,سفید,آدلی خودرو پرگاس,فروشی,کوییک دنده‌ای S,khwyykh dndhy S,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,هستم,350000000.0
20,6800.0,1401.0,سفید,,,ساینا دنده‌ای S,syn dndhy S,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,دنده‌ای,,325000000.0
21,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,
0,80000.0,1396.0,سفید,,,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,6.0,دنده‌ای,,420000000.0
1,280000.0,1379.0,سفید,,,پیکان بنزینی,pykhn bnzyny,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,6.0,دنده‌ای,,90000000.0
2,0.0,1401.0,سفید,,فروشی,کوییک دنده‌ای ساده,khwyykh dndhy sdh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,دنده‌ای,,350000000.0
3,420000.0,1385.0,نقره‌ای,,فروشی,پژو پارس ساده,pjw prs sdh,بنزینی,سالم,رنگ‌شده,,,دوررنگ,1.0,دنده‌ای,,170000000.0
4,0.0,1401.0,سفید,,,پژو 207i پانوراما دنده‌ای,pjw 207i pnwrm dndhy,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,دنده‌ای,,11111111.0
5,380000.0,1380.0,نقره‌ای,,فروشی,پژو 206 تیپ ۱,pjw 206 typ 1,بنزینی,تعویض شده,سالم و پلمپ,,,دوررنگ,8.0,دنده‌ای,,165000000.0
6,135000.0,1390.0,سفید,,,پژو پارس ساده,pjw prs sdh,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,,دنده‌ای,هستم,355000000.0
7,0.0,1402.0,مشکی,,,فونیکس تیگو 8 پرو,fwnykhs tygw 8 prw,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,300000000.0
8,60000.0,2017.0,سفید,نیکران خودرو جمهوری,فروشی,لکسوس NX 200t F,lkhsws NX 200t F,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,اتوماتیک,,250000000.0
9,157000.0,1395.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,دنده‌ای,,220000000.0
10,173000.0,1390.0,سفید,,فروشی,پژو 207i اتوماتیک TU5P,pjw 207i twmtykh TU5P,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,4.0,اتوماتیک,,530000000.0
11,165000.0,1391.0,نوک‌مدادی,,,پژو 405 GLX بنزینی,pjw 405 GLX bnzyny,بنزینی,سالم,سالم و پلمپ,,,صافکاری بی‌رنگ,2.0,دنده‌ای,هستم,315000000.0
12,3000.0,1397.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,,,,,سالم و بی‌خط و خش,,دنده‌ای,,279000000.0
13,1500.0,1401.0,مشکی,گروه خودرویی رفیعی,فروشی,کی‌ام‌سی T8,khymsy T8,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,دنده‌ای,,111111111.0
14,49000.0,1400.0,زرد,,,پژو 405 GLX - دوگانه سوز CNG,pjw 405 GLX - dwgnh swz CNG,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,دنده‌ای,,430000000.0
15,130000.0,1396.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,,,,رنگ‌شدگی,1.0,دنده‌ای,,180000000.0
16,190000.0,2005.0,سفید صدفی,,,تویوتا کمری گرند 4 سیلندر,twywt khmry grnd 4 sylndr,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,دنده‌ای,,920000000.0
17,237000.0,1391.0,آبی,,,تیبا صندوق‌دار SX,tyb Sndwqdr SX,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,3.0,دنده‌ای,هستم,190000000.0
18,0.0,1402.0,سفید,گروه نمایندگی های پورسعید خلیلی سعادت آباد,فروشی,فونیکس آریزو 6 پرو,fwnykhs aryzw 6 prw,,سالم,,,,سالم و بی‌خط و خش,,اتوماتیک,,430000000.0
19,0.0,1402.0,سفید,گروه نمایندگی های پورسعید خلیلی سعادت آباد,فروشی,ام‌وی‌ام X55 Pro اکسلنت,mwym X55 Pro khslnt,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,250000000.0
20,0.0,1402.0,مشکی,گروه نمایندگی های پورسعید خلیلی سعادت آباد,فروشی,فونیکس آریزو 6 پرو,fwnykhs aryzw 6 prw,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,430000000.0
21,0.0,1402.0,نوک‌مدادی,گروه نمایندگی های پورسعید خلیلی سعادت آباد,فروشی,ام‌وی‌ام X22 دنده‌ای اسپرت لاکچری,mwym X22 dndhy sprt lkhchry,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,دنده‌ای,,635000000.0
22,302000.0,1387.0,سفید,,,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,1.0,دنده‌ای,,175000000.0
23,,,,,,,,,,,,,,,,,
0,170000.0,1391.0,آلبالویی,,فروشی,لیفان 620 1600cc,lyfn 620 1600cc,,,,,,خط و خش جزیی,9.0,دنده‌ای,,320000000.0
1,251000.0,1395.0,سفید,,فروشی,برلیانس H320 دنده‌ای 1500cc,brlyns H320 dndhy 1500cc,,سالم,سالم و پلمپ,,,رنگ‌شدگی,,,,480000000.0
2,440000.0,1389.0,سفید,,,پژو پارس سال,pjw prs sl,بنزینی,سالم,,ضربه‌خورده,سالم و پلمپ,رنگ‌شدگی,1.0,دنده‌ای,,247000000.0
3,0.0,1402.0,سفید,اتو خطیب,فروشی,لاماری ایما,lmry ym,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,170000000.0
4,13000.0,1398.0,نقره‌ای,,فروشی,پژو 2008,pjw 2008,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,,230000000.0
5,61000.0,1377.0,یشمی,,,پژو 405 GLX بنزینی,pjw 405 GLX bnzyny,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,دنده‌ای,,11111111.0
6,30000.0,1394.0,بادمجانی,,فروشی,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,457000000.0
7,0.0,1402.0,مشکی,کارا خودرو سیمرغ ایرانیان,فروشی,فونیکس تیگو 8 پرو,fwnykhs tygw 8 prw,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,150000000.0
8,0.0,1402.0,مشکی,کارا خودرو سیمرغ ایرانیان,فروشی,فونیکس FX پرمیوم,fwnykhs FX prmywm,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,250000000.0
9,500000.0,1388.0,زرد,,فروشی,سمند LX EF7 گازسوز,smnd LX EF7 gzswz,دوگانه‌سوز شرکتی,نیاز به تعمیر,سالم و پلمپ,,,دوررنگ,5.0,دنده‌ای,,110000000.0
10,250000.0,2007.0,بژ,,,هیوندای سانتافه ix 45 2700cc,hywndy sntfh ix 45 2700cc,,سالم,,,,سالم و بی‌خط و خش,4.0,اتوماتیک,,500000000.0
11,0.0,1402.0,مشکی,اتو خطیب,فروشی,فیدلیتی پرایم ۷ نفره,fydlyty prym 7 nfrh,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,100000000.0
12,9500.0,1401.0,سفید,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,دنده‌ای,هستم,500000000.0
13,15000.0,1401.0,سفید,اتو خطیب,فروشی,دیگنیتی,dygnyty,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,930000000.0
14,100000.0,1395.0,نوک‌مدادی,,فروشی,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,,,,سالم و بی‌خط و خش,9.0,دنده‌ای,,410000000.0
15,104000.0,2015.0,مشکی,اتوگالری فریدنیا,,کیا سراتو اتوماتیک 2000cc,khy srtw twmtykh 2000cc,,,سالم و پلمپ,,,سالم و بی‌خط و خش,,,,150000000.0
16,205000.0,1384.0,یشمی,,,پژو RDI بنزینی,pjw RDI bnzyny,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,1.0,,,117000000.0
17,314000.0,1387.0,بژ,,,پژو 405 GLX بنزینی,pjw 405 GLX bnzyny,بنزینی,سالم,سالم و پلمپ,,,صافکاری بی‌رنگ,5.0,دنده‌ای,,260000000.0
18,0.0,1402.0,نقره‌ای,اتوگالری میرزایی,,کوییک اتوماتیک R پلاس,khwyykh twmtykh R pls,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,,,434900000.0
19,165000.0,1394.0,سفید,,,پراید 111 SE,pryd 111 SE,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,7.0,دنده‌ای,,192000000.0
20,0.0,1402.0,سفید,,,پژو پارس موتور جدید XU7P,pjw prs mwtwr jdyd XU7P,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,552000000.0
21,80000.0,1397.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,6.0,دنده‌ای,,205000000.0
22,28000.0,1400.0,مشکی,,,شاهین G,shhyn G,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,2.0,دنده‌ای,,615000000.0
23,390000.0,1388.0,نقره‌ای,,,پژو 405 GLX بنزینی,pjw 405 GLX bnzyny,بنزینی,سالم,,سالم و پلمپ,ضربه‌خورده,دوررنگ,8.0,دنده‌ای,,175000000.0
0,80000.0,1399.0,سفید,,,سمند LX ساده,smnd LX sdh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,5.0,دنده‌ای,,420000000.0
1,230000.0,1390.0,مشکی,,فروشی,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,6.0,دنده‌ای,,280000000.0
2,24000.0,1400.0,سفید,,,تیبا هاچبک EX,tyb hchbkh EX,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,3.0,دنده‌ای,,348000000.0
3,20000.0,1401.0,سفید,,,سمند سورن پلاس,smnd swrn pls,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,4.0,دنده‌ای,هستم,11111111.0
4,0.0,1402.0,مشکی,,,دنا پلاس 6 دنده توربو,dn pls 6 dndh twrbw,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,890000000.0
5,140000.0,1395.0,سفید,,,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,دنده‌ای,هستم,410000000.0
6,140000.0,1395.0,سفید,,,پراید 131 SE,pryd 131 SE,دوگانه‌سوز دستی,سالم,سالم و پلمپ,,,رنگ‌شدگی,7.0,دنده‌ای,,194500000.0
7,139000.0,1393.0,سفید,,,پیکان وانت CNG,pykhn wnt CNG,دوگانه‌سوز دستی,سالم,سالم و پلمپ,,,خط و خش جزیی,4.0,دنده‌ای,,250000000.0
8,200000.0,2008.0,مشکی,یونیک گالری,فروشی,بی‌ام‌و X3 25i,bymw X3 25i,,سالم,سالم و پلمپ,,,رنگ‌شدگی,6.0,اتوماتیک,هستم,600000000.0
9,5.0,1402.0,سفید,نمایندگی کد 350 مدیران خودرو دهقانپور,فروشی,ام‌وی‌ام X22 دنده‌ای اسپرت لاکچری,mwym X22 dndhy sprt lkhchry,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,778000000.0
10,0.0,1401.0,مشکی,,,پژو 207i پانوراما دنده‌ای,pjw 207i pnwrm dndhy,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,دنده‌ای,,682000000.0
11,198000.0,1391.0,سفید,,,پژو 206 SD V8,pjw 206 SD V8,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,1.0,دنده‌ای,,340000000.0
12,32000.0,2016.0,مشکی,یونیک گالری,فروشی,بی‌ام‌و X4 28i,bymw X4 28i,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,,0.0
13,56000.0,2017.0,مشکی,اتو کیان,,کیا سورنتو GT Line نسل سوم,khy swrntw GT Line nsl swm,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,اتوماتیک,هستم,11111111.0
14,270000.0,1388.0,عنابی,,,پژو 206 SD V8,pjw 206 SD V8,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,5.0,دنده‌ای,,310000000.0
15,50000.0,1397.0,سفید صدفی,,,رنو پارس تندر دنده‌ای,rnw prs tndr dndhy,بنزینی,,سالم و پلمپ,,,سالم و بی‌خط و خش,,,,725000000.0
16,350000.0,1381.0,سفید,,,نیسان پیکاپ دو کابین,nysn pykhp dw khbyn,بنزینی,سالم,سالم و پلمپ,,,دوررنگ,1.0,دنده‌ای,هستم,12345657.0
17,72000.0,1397.0,سفید,,فروشی,رنو ساندرو استپ‌وی اتوماتیک,rnw sndrw stpwy twmtykh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,اتوماتیک,,920000000.0
18,51000.0,1399.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,دنده‌ای,,270000000.0
