,traveled_kilometers,production_year,color,exhibition,adـtype,name_brand,car_name,fuel,engine_status,chassis_status,front_chassis,rear_chassis,body_status,insurance,gearbox,exchange,price
19,0.0,1401.0,سفید,شرکت نگین خودرو پیوند,فروشی,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,,,,,سالم و بی‌خط و خش,,,,505000000.0
20,0.0,1402.0,سفید,شرکت نگین خودرو پیوند,فروشی,دنا پلاس اتوماتیک,dn pls twmtykh,بنزینی,,,,,سالم و بی‌خط و خش,,,,855000000.0
21,151700.0,1395.0,خاکستری,,فروشی,پژو 405 GLX بنزینی,pjw 405 GLX bnzyny,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,3.0,دنده‌ای,,335000000.0
22,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,
0,60000.0,1399.0,سفید,,,کوییک دنده‌ای ساده,khwyykh dndhy sdh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,4.0,دنده‌ای,,310000000.0
1,115000.0,1394.0,سفید,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,4.0,دنده‌ای,,420000000.0
2,43000.0,2015.0,مشکی,,فروشی,هیوندای i40,hywndy i40,,سالم,,,,رنگ‌شدگی,,,,111111111.0
3,67000.0,1395.0,نقره‌ای,,فروشی,رنو ساندرو اتوماتیک,rnw sndrw twmtykh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,3.0,اتوماتیک,,711000000.0
4,220000.0,2010.0,سفید,,فروشی,هیوندای سوناتا NF اتوماتیک 2400cc,hywndy swnt NF twmtykh 2400cc,,سالم,سالم و پلمپ,,,خط و خش جزیی,7.0,اتوماتیک,,600000000.0
5,200000.0,1387.0,آبی,,,وانت نیسان,wnt nysn,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,خط و خش جزیی,9.0,دنده‌ای,,445000000.0
6,145000.0,2015.0,سفید,,,کیا ریو سدان,khy ryw sdn,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,390000000.0
7,150000.0,1388.0,سفید,,,پیکان وانت بنزینی,pykhn wnt bnzyny,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,دنده‌ای,,175000000.0
8,0.0,1401.0,سفید,,,ام‌وی‌ام X22 دنده‌ای اسپرت لاکچری,mwym X22 dndhy sprt lkhchry,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,780000000.0
9,280000.0,1387.0,خاکستری,,,پراید صندوق‌دار CNG,pryd Sndwqdr CNG,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,دنده‌ای,,145000000.0
10,25000.0,1399.0,سفید,,,سمند LX ساده,smnd LX sdh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,5.0,دنده‌ای,هستم,430000000.0
11,40000.0,1400.0,سفید,,,دنا پلاس اتوماتیک,dn pls twmtykh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,,750000000.0
12,39000.0,1398.0,سفید,اتو آرمه,,پژو 2008,pjw 2008,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,اتوماتیک,,11111111.0
13,40000.0,1400.0,سفید,,,تیبا هاچبک EX,tyb hchbkh EX,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,335000000.0
14,259000.0,2008.0,سفید,,,کیا سورنتو نسل اول,khy swrntw nsl wl,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,هستم,530000000.0
15,0.0,1402.0,مشکی,,,پژو 207i اتوماتیک TU5P,pjw 207i twmtykh TU5P,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,هستم,910000000.0
16,0.0,1402.0,مشکی,اتو خسروانی,,جک S5 نیوفیس,jkh S5 nywfys,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,اتوماتیک,,600000000.0
17,171000.0,1394.0,سفید,,فروشی,دنا معمولی تیپ ۲,dn m`mwly typ 2,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,1.0,دنده‌ای,,412000000.0
18,178000.0,1394.0,مشکی,,فروشی,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,دوررنگ,1.0,,,325000000.0
19,0.0,1401.0,سفید,اتو خسروانی,,چری آریزو 5IE جدید توربو,chry aryzw 5IE jdyd twrbw,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,اتوماتیک,,180000000.0
20,280000.0,1395.0,سفید,,,پراید 131 SE,pryd 131 SE,دوگانه‌سوز دستی,سالم,سالم و پلمپ,,,خط و خش جزیی,9.0,دنده‌ای,هستم,235000000.0
21,90000.0,1396.0,مشکی,,فروشی,رنو ساندرو اتوماتیک,rnw sndrw twmtykh,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,4.0,اتوماتیک,,705000000.0
22,300000.0,1383.0,نقره‌ای,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,3.0,دنده‌ای,,219000000.0
23,63000.0,1398.0,سفید,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,7.0,دنده‌ای,هستم,415000000.0
0,100000.0,1397.0,سفید,,فروشی,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,376000000.0
1,0.0,1402.0,قرمز,اتوگالری مسلم,فروشی,کوییک دنده‌ای R,khwyykh dndhy R,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,دنده‌ای,,334000000.0
2,108000.0,1395.0,سفید,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,دنده‌ای,هستم,350000000.0
3,80000.0,2014.0,سفید,اتومبیل محمدزاده,فروشی,بی‌ام‌و سری 5 سدان 528i,bymw sry 5 sdn 528i,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,اتوماتیک,,11111111.0
4,0.0,1401.0,سفید,,,سمند سورن پلاس,smnd swrn pls,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,,,605000000.0
5,89000.0,1396.0,قرمز,,فروشی,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,صافکاری بی‌رنگ,1.0,دنده‌ای,,500000000.0
6,87000.0,1395.0,مشکی,,,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی، در ۱ ناحیه,2.0,دنده‌ای,,440000000.0
7,85000.0,2017.0,قهوه‌ای,,,هیوندای توسان ix 35 2000cc,hywndy twsn ix 35 2000cc,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,اتوماتیک,,100000000.0
8,13000.0,2018.0,مشکی,,فروشی,رنو تلیسمان E3,rnw tlysmn E3,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,هستم,50000000.0
9,0.0,1401.0,سفید,,,ساینا دنده‌ای S,syn dndhy S,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,دنده‌ای,هستم,11111111.0
10,105000.0,2011.0,سفید,,,هیوندای i20,hywndy i20,,سالم,,,,دوررنگ,3.0,اتوماتیک,,860000000.0
11,350000.0,1387.0,سفید,,,پیکان وانت CNG,pykhn wnt CNG,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,3.0,دنده‌ای,,149000000.0
12,75000.0,1386.0,سبز,,,ون دلیکا تاکسی,wn dlykh tkhsy,,سالم,سالم و پلمپ,,,رنگ‌شدگی,8.0,دنده‌ای,,590000000.0
13,1.0,1402.0,سفید,اتوگالری مسلم,فروشی,شاهین G,shhyn G,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,,,580000000.0
14,115000.0,1393.0,سفید,,,پراید 111 SE,pryd 111 SE,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,3.0,دنده‌ای,هستم,11111111.0
15,111111.0,1384.0,نارنجی,,فروشی,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,,دنده‌ای,,130000000.0
16,30000.0,1401.0,مشکی,,فروشی,دنا پلاس اتوماتیک,dn pls twmtykh,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,اتوماتیک,,785000000.0
17,63000.0,1399.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,3.0,دنده‌ای,هستم,280000000.0
18,118000.0,1395.0,مشکی,,,برلیانس H230 دنده‌ای,brlyns H230 dndhy,,سالم,سالم و پلمپ,,,خط و خش جزیی,6.0,دنده‌ای,,490000000.0
19,0.0,2018.0,تیتانیوم,ام ان گالری,,تویوتا C-HR هیبرید,twywt C-HR hybryd,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,5.0,اتوماتیک,هستم,111111111.0
20,0.0,1402.0,مشکی,,,فوتون تونلند G7,fwtwn twnlnd G7,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,380000000.0
21,210000.0,1389.0,سفید,,فروشی,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,دنده‌ای,,259000000.0
22,19000.0,1401.0,مشکی,,فروشی,کوییک دنده‌ای R,khwyykh dndhy R,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,دنده‌ای,,319000000.0
23,100000.0,1376.0,ذغالی,,,پژو 405 GLX - دوگانه سوز LPG,pjw 405 GLX - dwgnh swz LPG,دوگانه‌سوز دستی,سالم,سالم و پلمپ,,,رنگ‌شدگی,1.0,دنده‌ای,,80000000.0
0,64000.0,1395.0,خاکستری,,,رنو ساندرو اتوماتیک,rnw sndrw twmtykh,بنزینی,سالم,,ضربه‌خورده,سالم و پلمپ,رنگ‌شدگی,3.0,اتوماتیک,,675000000.0
1,146000.0,1396.0,سفید,,,برلیانس H230 دنده‌ای,brlyns H230 dndhy,,سالم,سالم و پلمپ,,,خط و خش جزیی,2.0,دنده‌ای,,505000000.0
2,6100.0,1399.0,سفید,,,پژو 207i پانوراما اتوماتیک,pjw 207i pnwrm twmtykh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,اتوماتیک,هستم,839000000.0
3,0.0,1402.0,سفید,رسالت نوین خودرو پارسیان,,دنا پلاس اتوماتیک,dn pls twmtykh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,11111111.0
4,13000.0,1398.0,مشکی,,,سمند LX ساده,smnd LX sdh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,دنده‌ای,,11111111.0
5,130.0,1401.0,خاکستری,,,سمند سورن پلاس,smnd swrn pls,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,5.0,دنده‌ای,,530000000.0
6,120460.0,1394.0,سفید,,فروشی,رنو تندر 90 E2 بنزینی,rnw tndr 90 E2 bnzyny,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,9.0,دنده‌ای,,530000000.0
7,0.0,2016.0,مشکی,ام ان گالری,,کیا اپتیما 2400cc,khy ptym 2400cc,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,هستم,111111111.0
8,300000.0,1383.0,نقره‌ای,,فروشی,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,7.0,دنده‌ای,,305000000.0
9,87000.0,1397.0,سفید,,فروشی,رنو پارس تندر دنده‌ای,rnw prs tndr dndhy,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,1.0,دنده‌ای,,615000000.0
10,458000.0,1385.0,نقره‌ای,,,پراید صندوق‌دار CNG,pryd Sndwqdr CNG,دوگانه‌سوز شرکتی,سالم,ضربه‌خورده,,,دوررنگ,1.0,دنده‌ای,هستم,121000000.0
11,120000.0,1398.0,سفید,,,دنا معمولی تیپ ۱,dn m`mwly typ 1,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,8.0,دنده‌ای,هستم,478000000.0
12,270000.0,1386.0,سفید,,,پژو پارس ساده,pjw prs sdh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,3.0,دنده‌ای,,265000000.0
13,0.0,1399.0,سفید,,فروشی,رنو ساندرو اتوماتیک,rnw sndrw twmtykh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,240000000.0
14,41000.0,1400.0,سفید,اتوگالری ماکان,,پژو 207i پانوراما دنده‌ای,pjw 207i pnwrm dndhy,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,دنده‌ای,,630000000.0
15,0.0,1401.0,سفید,,فروشی,کوییک دنده‌ای R,khwyykh dndhy R,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,370000000.0
16,0.0,2018.0,سفید صدفی,ام ان گالری,,هیوندای سانتافه ix 45 2400cc,hywndy sntfh ix 45 2400cc,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,هستم,111111111.0
17,230000.0,1394.0,سفید,,,پراید 131 SE,pryd 131 SE,دوگانه‌سوز دستی,سالم,,ضربه‌خورده,سالم و پلمپ,خط و خش جزیی,4.0,دنده‌ای,,220000000.0
18,40.0,1401.0,سفید,,,پژو پارس موتور جدید XU7P,pjw prs mwtwr jdyd XU7P,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,دنده‌ای,,525000000.0
19,0.0,1402.0,مشکی,,,چری آریزو 5IE جدید توربو,chry aryzw 5IE jdyd twrbw,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,230000000.0
20,385000.0,1388.0,نوک‌مدادی,,,پژو 405 GLX بنزینی,pjw 405 GLX bnzyny,بنزینی,سالم,,,,خط و خش جزیی,5.0,دنده‌ای,هستم,230000000.0
21,1.0,1402.0,مشکی,,,تارا اتوماتیک,tr twmtykh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,هستم,840000000.0
22,160000.0,1389.0,سفید,,,پژو پارس دوگانه سوز,pjw prs dwgnh swz,بنزینی,,,ضربه‌خورده,,تصادفی,,,,160000000.0
23,50000.0,1399.0,خاکستری,,فروشی,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,دنده‌ای,,11111111.0
0,55000.0,1397.0,مشکی,,,دنا معمولی,dn m`mwly,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,5.0,دنده‌ای,,530000000.0
1,100000.0,1394.0,نقره‌ای,,,پژو 405 GLX - دوگانه سوز CNG,pjw 405 GLX - dwgnh swz CNG,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,دنده‌ای,,340000000.0
2,0.0,1402.0,سفید,تهران خودرو آسمان,,شاهین G,shhyn G,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,587000000.0
3,170000.0,1390.0,سفید,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,6.0,دنده‌ای,هستم,290000000.0
4,0.0,1402.0,سفید,,,فونیکس تیگو 8 پرو,fwnykhs tygw 8 prw,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,اتوماتیک,,480000000.0
5,0.0,1401.0,مشکی,,,فونیکس تیگو 8 پرو,fwnykhs tygw 8 prw,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,اتوماتیک,,700000000.0
6,0.0,1402.0,تیتانیوم,اتو خطیب,فروشی,لاماری ایما,lmry ym,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,150000000.0
7,29800.0,1398.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,هستم,300000000.0
8,188000.0,1386.0,سفید,,,نیسان ماکسیما مونتاژ اتوماتیک,nysn mkhsym mwntj twmtykh,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,,111111111.0
9,50000.0,1399.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,هستم,270000000.0
10,0.0,1402.0,سفید,اتو خطیب (آرکا خودرو),فروشی,فیدلیتی پرایم ۷ نفره,fydlyty prym 7 nfrh,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,111111111.0
11,0.0,1402.0,سفید,اتو خطیب,,لاماری ایما,lmry ym,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,111111111.0
12,0.0,1402.0,مشکی,اتو خطیب (آرکا خودرو),فروشی,دیگنیتی,dygnyty,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,111111111.0
13,0.0,2018.0,مشکی,نمایشکاه ساره خودرو فرجام,فروشی,هیوندای سوناتا LF هیبرید gls plus,hywndy swnt LF hybryd gls plus,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,اتوماتیک,,630800000.0
14,0.0,1402.0,مشکی,نمایشکاه ساره خودرو فرجام,فروشی,کی‌ام‌سی T8,khymsy T8,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,دنده‌ای,,119390000.0
15,0.0,1402.0,مشکی,نمایشکاه ساره خودرو فرجام,فروشی,لاماری ایما,lmry ym,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,اتوماتیک,,555735000.0
16,0.0,1402.0,سفید,نمایشکاه ساره خودرو فرجام,فروشی,فونیکس FX پرمیوم,fwnykhs FX prmywm,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,اتوماتیک,,742740000.0
17,0.0,1402.0,سفید,نمایشکاه ساره خودرو فرجام,فروشی,تارا دنده‌ای,tr dndhy,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,دنده‌ای,,872690000.0
18,0.0,1402.0,سفید,نمایشکاه ساره خودرو فرجام,فروشی,جک S3 اتوماتیک,jkh S3 twmtykh,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,اتوماتیک,,496040000.0
19,0.0,1402.0,مشکی,نمایشکاه ساره خودرو فرجام,فروشی,پژو 207i پانوراما دنده‌ای,pjw 207i pnwrm dndhy,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,دنده‌ای,,891390500.0
20,400000.0,1387.0,مشکی,,,پراید صندوق‌دار CNG,pryd Sndwqdr CNG,دوگانه‌سوز شرکتی,سالم,,ضربه‌خورده,سالم و پلمپ,رنگ‌شدگی,6.0,دنده‌ای,,148000000.0
21,25.0,1402.0,سفید,امین خودرو آذرخش,فروشی,پژو 207i پانوراما دنده‌ای,pjw 207i pnwrm dndhy,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,708000000.0
22,0.0,1402.0,سفید,اتو خطیب,فروشی,دیگنیتی,dygnyty,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,,,530000000.0
23,0.0,1402.0,سفید,اتو خطیب,فروشی,فیدلیتی پرایم ۷ نفره,fydlyty prym 7 nfrh,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,10000000.0
0,40000.0,1399.0,سفید,,فروشی,پژو 206 SD V8,pjw 206 SD V8,بنزینی,سالم,سالم و پلمپ,,,صافکاری بی‌رنگ,7.0,دنده‌ای,هستم,550000000.0
1,360000.0,1384.0,سفید,,,پراید صندوق‌دار CNG,pryd Sndwqdr CNG,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,9.0,دنده‌ای,,130000000.0
2,430000.0,1390.0,نقره‌ای,,,پراید 132 EX,pryd 132 EX,بنزینی,سالم,,ضربه‌خورده,سالم و پلمپ,سالم و بی‌خط و خش,7.0,دنده‌ای,هستم,155000000.0
3,0.0,1402.0,سفید,,,پژو پارس موتور جدید XU7P,pjw prs mwtwr jdyd XU7P,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,دنده‌ای,,550000000.0
4,100000.0,1396.0,قرمز,,فروشی,پراید 111 EX,pryd 111 EX,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,240000000.0
5,56000.0,1397.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,4.0,دنده‌ای,,225000000.0
6,22000.0,1398.0,سفید,,,پراید 111 SE,pryd 111 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,دنده‌ای,,310000000.0
7,0.0,1402.0,سفید,فرا اطلس خودرو پارتاک,فروشی,وانت مزدا کارا تک کابین 2000cc,wnt mzd khr tkh khbyn 2000cc,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,490000000.0
8,18000.0,1401.0,سفید,,,تیبا هاچبک EX,tyb hchbkh EX,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,322000000.0
9,308000.0,1383.0,نقره‌ای,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,9.0,دنده‌ای,,225000000.0
10,1100.0,1398.0,سفید,,,دنا پلاس تیپ ۲ دنده‌ای,dn pls typ 2 dndhy,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,دنده‌ای,,600000000.0
11,120000.0,1397.0,خاکستری,,,پژو 206 SD V8,pjw 206 SD V8,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,9.0,دنده‌ای,,420000000.0
12,400000.0,1381.0,عنابی,,,پژو 405 GLX - دوگانه سوز LPG,pjw 405 GLX - dwgnh swz LPG,بنزینی,سالم,سالم و پلمپ,,,دوررنگ,,دنده‌ای,,111111111.0
13,50000.0,1395.0,سفید,,فروشی,کیا سراتو مونتاژ اتوماتیک 2000cc,khy srtw mwntj twmtykh 2000cc,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,7.0,اتوماتیک,,290000000.0
14,0.0,1400.0,مشکی,نمایندگی سانگ یانگ کد 7007,,سانگ یانگ رکستون مونتاژ امپرور,sng yng rkhstwn mwntj mprwr,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,اتوماتیک,,555555555.0
15,0.0,1402.0,سفید,همتی خودرو,فروشی,هایما S7 پلاس,hym S7 pls,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,111111111.0
16,0.0,1401.0,سفید,همتی خودرو,فروشی,کوییک اتوماتیک فول,khwyykh twmtykh fwl,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,111111111.0
17,0.0,1402.0,سفید,همتی خودرو,فروشی,پژو 207i پانوراما دنده‌ای,pjw 207i pnwrm dndhy,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,هستم,111111111.0
18,85000.0,1398.0,مشکی,,فروشی,چری آریزو 5 دنده‌ای لاکچری,chry aryzw 5 dndhy lkhchry,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,7.0,دنده‌ای,,750000000.0
19,200000.0,1392.0,سفید,,,ام‌وی‌ام X33 دنده‌ای,mwym X33 dndhy,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,595000000.0
20,295000.0,1389.0,نقره‌ای,,,پژو پارس دوگانه سوز,pjw prs dwgnh swz,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,خط و خش جزیی,6.0,دنده‌ای,,330000000.0
21,0.0,1401.0,سفید,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,دنده‌ای,,530000000.0
22,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,
0,55000.0,1399.0,نقره‌ای,اتو کارل,فروشی,فوتون ساوانا,fwtwn swn,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,,0.0
1,15000.0,1401.0,مشکی,,,کوییک دنده‌ای ساده,khwyykh dndhy sdh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,دنده‌ای,,331000000.0
2,180000.0,1395.0,سفید,,,پراید 111 SE,pryd 111 SE,بنزینی,سالم,,ضربه‌خورده,سالم و پلمپ,رنگ‌شدگی,8.0,دنده‌ای,,225000000.0
3,0.0,1401.0,سفید,,,کوییک دنده‌ای ساده,khwyykh dndhy sdh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,دنده‌ای,,330000000.0
4,180000.0,2008.0,سفید,,,سوزوکی گرند ویتارا اتوماتیک 2000cc,swzwkhy grnd wytr twmtykh 2000cc,,سالم,,ضربه‌خورده,سالم و پلمپ,دوررنگ,5.0,اتوماتیک,,850000000.0
5,209000.0,1391.0,خاکستری,,,تیبا صندوق‌دار SX,tyb Sndwqdr SX,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,دنده‌ای,,225000000.0
6,150000.0,2012.0,مشکی,,فروشی,هیوندای سانتافه ix 45 3500cc,hywndy sntfh ix 45 3500cc,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,اتوماتیک,,50000000.0
7,400000.0,1381.0,خاکستری,,فروشی,دوو سی یلو سدان,dww sy ylw sdn,,سالم,,سالم و پلمپ,ضربه‌خورده,رنگ‌شدگی,6.0,دنده‌ای,,165000000.0
8,14000.0,1400.0,سفید,,,پژو پارس LX TU5,pjw prs LX TU5,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,7.0,دنده‌ای,هستم,570000000.0
9,0.0,1402.0,سفید,اتو پارک,فروشی,هایما S7 پلاس,hym S7 pls,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,550000000.0
10,100000.0,2015.0,سفید,,,بی‌ام‌و سری 5 سدان 528i,bymw sry 5 sdn 528i,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,900000000.0
11,0.0,1402.0,سفید,فرا اطلس خودرو پارتاک,,پژو پارس موتور جدید XU7P,pjw prs mwtwr jdyd XU7P,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,508000000.0
12,0.0,1402.0,مشکی,اتو گالری کارن,فروشی,فونیکس آریزو 6 پرو,fwnykhs aryzw 6 prw,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,اتوماتیک,,650000000.0
13,159000.0,2009.0,مشکی,,فروشی,رنو مگان 2000cc,rnw mgn 2000cc,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,885000000.0
